"Date","Transaction","Name","Memo","Amount"
"2022-04-28","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162117100982202730; 05411; ; ; ;","-39.34"
"2022-04-28","DEBIT","TST* The Burren        Somerville    MA","24692162117100996411996; 05813; ; ; ;","-10.00"
"2022-04-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422117271172540783; 05812; ; ; ;","-5.75"
"2022-04-29","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162119100018957313; 05411; ; ; ;","-12.37"
"2022-04-29","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392118900018422708; 07997; ; ; ;","-4.00"
"2022-04-29","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422118271183469153; 05812; ; ; ;","-5.75"
"2022-05-02","DEBIT","TST* Annas Taqueria -  Somerville    MA","24692162120100014766095; 05812; ; ; ;","-14.09"
"2022-05-02","DEBIT","TST* The Burren        Somerville    MA","24692162120100040799813; 05813; ; ; ;","-61.00"
"2022-05-02","DEBIT","LANDRY'S BICYCLES      BOSTON        MA","24692162120100064075728; 05940; ; ; ;","-871.16"
"2022-05-02","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422120281204932812; 05812; ; ; ;","-5.75"
"2022-05-02","DEBIT","PAYPAL *MEDIUM.COM     402-935-7733  CA","24492152120894988321209; 05815; ; ; ;","-5.00"
"2022-05-02","DEBIT","JIMS MARKET            MEDFORD       MA","24013392120003308805436; 05499; ; ; ;","-15.25"
"2022-05-02","DEBIT","BH* BETTERHELP         HTTPSWWW.BETT CA","24492162121000006899832; 08099; ; ; ;","-320.00"
"2022-05-02","DEBIT","CITY OF BOSTON PARKING BOSTON        MA","24137462120001358342088; 07523; ; ; ;","-4.00"
"2022-05-02","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392119900018536449; 07997; ; ; ;","-4.00"
"2022-05-02","DEBIT","BROWN SUGAR            BOSTON        MA","24231682120207000000200; 05812; ; ; ;","-23.21"
"2022-05-02","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422119281192738620; 05812; ; ; ;","-5.75"
"2022-05-02","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542119003152747286; 05541; ; ; ;","-2.79"
"2022-05-03","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882123000012101007; 05921; ; ; ;","-21.98"
"2022-05-03","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422122261226098113; 05812; ; ; ;","-5.75"
"2022-05-04","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162123100241905141; 05411; ; ; ;","-52.43"
"2022-05-04","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422123271235981018; 05812; ; ; ;","-9.50"
"2022-05-04","DEBIT","PAYPAL *BROOKLINEN     402-935-7733  NY","24492152123894154493144; 05719; ; ; ;","-119.64"
"2022-05-05","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392124900019065128; 07997; ; ; ;","-4.00"
"2022-05-05","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422124271247395362; 05812; ; ; ;","-5.75"
"2022-05-05","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","3201.74"
"2022-05-06","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882126000012302032; 05921; ; ; ;","-19.98"
"2022-05-06","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062125200562600044; 05812; ; ; ;","-39.59"
"2022-05-06","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422125271257154500; 05812; ; ; ;","-5.75"
"2022-05-09","DEBIT","TST* Annas Taqueria -  Somerville    MA","24692162128100934620838; 05812; ; ; ;","-12.43"
"2022-05-09","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162128100959312683; 05812; ; ; ;","-17.08"
"2022-05-09","DEBIT","TST* Orleans           Somerville    MA","24692162128100444315630; 05812; ; ; ;","-79.21"
"2022-05-09","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422128271281472446; 05812; ; ; ;","-5.75"
"2022-05-09","DEBIT","SOMERVILLE THEATRE     SOMERVILLE    MA","24269792128001031487146; 07832; ; ; ;","-14.00"
"2022-05-09","DEBIT","SOMERVILLE THEATRE     SOMERVILLE    MA","24269792128001031487229; 07832; ; ; ;","-12.00"
"2022-05-09","DEBIT","PAYPAL *STEAM GAMES    402-935-7733  WA","24492152127894398082832; 05816; ; ; ;","-47.99"
"2022-05-09","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422127281276119895; 05812; ; ; ;","-6.50"
"2022-05-09","DEBIT","PAYPAL *CURABLE INC    402-935-7733  IL","24492152127894378982936; 05817; ; ; ;","-59.99"
"2022-05-09","DEBIT","APPLE.COM/BILL         408-974-1010  CA","24430992127828305389553; 05735; ; ; ;","-31.86"
"2022-05-09","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692162127100415460549; 05815; ; ; ;","-32.98"
"2022-05-09","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162126100215496868; 05812; ; ; ;","-15.86"
"2022-05-09","DEBIT","TST* NOTCH BREWING - B BRIGHTON      MA","24137462127600193988451; 05812; ; ; ;","-15.84"
"2022-05-09","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422126281263803148; 05812; ; ; ;","-5.75"
"2022-05-09","DEBIT","BC UBER CASH           800-592-8996  DE","24492152127715840901545; 04121; ; ; ;","-50.00"
"2022-05-10","DEBIT","WHOLEFDS FPD 10026     CAMBRIDGE     MA","24137462130001541662275; 05411; ; ; ;","-127.32"
"2022-05-10","DEBIT","SOMERVILLEMA PARKTICKE 617-2392365   MA","24512392129020445613074; 09222; ; ; ;","-100.00"
"2022-05-10","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422129171297927012; 05812; ; ; ;","-5.75"
"2022-05-11","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422130271300311001; 05812; ; ; ;","-5.75"
"2022-05-11","DEBIT","SIE*PLAYSTATIONNETWORK 877-971-7669  CA","24692162130100866798301; 05818; ; ; ;","-10.61"
"2022-05-12","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422131271313958771; 05812; ; ; ;","-5.75"
"2022-05-13","DEBIT","TST* Elm Street Taproo Somerville    MA","24692162132100125630962; 05813; ; ; ;","-10.56"
"2022-05-13","DEBIT","TST* The Burren        Somerville    MA","24692162132100150574622; 05813; ; ; ;","-10.00"
"2022-05-13","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062132200562200481; 05812; ; ; ;","-21.73"
"2022-05-13","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422132271322866493; 05812; ; ; ;","-5.75"
"2022-05-13","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882133000016201157; 05921; ; ; ;","-26.98"
"2022-05-16","DEBIT","MR. CREPE              SOMERVILLE    MA","24431862135030077801717; 05812; ; ; ;","-4.22"
"2022-05-16","DEBIT","EXPRESSVPN.COM         310-6018492   DE","24335492135900011040916; 04816; ; ; ;","-12.95"
"2022-05-16","DEBIT","STARBUCKS STORE 16764  SOUTH BOSTON  MA","24692162135100681492077; 05814; ; ; ;","-4.87"
"2022-05-16","DEBIT","SOMERVILLEMA PARKTICKE 617-2392365   MA","24512392135020460219841; 09222; ; ; ;","-50.00"
"2022-05-16","DEBIT","TST* Orleans           Somerville    MA","24692162135100100960399; 05812; ; ; ;","-22.19"
"2022-05-16","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422135261357347029; 05812; ; ; ;","-5.00"
"2022-05-16","DEBIT","TST* The Burren        Somerville    MA","24692162135100617198608; 05813; ; ; ;","-26.50"
"2022-05-16","DEBIT","TST* The Burren        Somerville    MA","24692162135100617198632; 05813; ; ; ;","-9.50"
"2022-05-16","DEBIT","TST* Elm Street Taproo Somerville    MA","24692162134100852207784; 05813; ; ; ;","-55.81"
"2022-05-16","DEBIT","CHIPOTLE 1036          SOMERVILLE    MA","24431062135091755000615; 05814; ; ; ;","-9.90"
"2022-05-16","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882135000013200671; 05921; ; ; ;","-20.00"
"2022-05-16","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422134281345688970; 05812; ; ; ;","-4.00"
"2022-05-16","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392133900019975572; 07997; ; ; ;","-135.00"
"2022-05-16","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392133900019988732; 07997; ; ; ;","-4.00"
"2022-05-16","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422133271338058969; 05812; ; ; ;","-5.00"
"2022-05-16","DEBIT","WALDEN LOCAL MEAT CO.  HTTPSWALDENLO MA","24011342133000019884736; 05411; ; ; ;","-207.00"
"2022-05-16","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","812.51"
"2022-05-17","DEBIT","5 CORNERS MARKET       SOMERVILLE    MA","24013392136001768573793; 05499; ; ; ;","-2.49"
"2022-05-17","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422136261361485145; 05812; ; ; ;","-5.75"
"2022-05-17","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422136261361485848; 05812; ; ; ;","-3.75"
"2022-05-18","DEBIT","YOSHIS JAPANESE        SOMERVILLE    MA","24551932137030028945517; 05812; ; ; ;","-41.29"
"2022-05-18","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062138200562600445; 05812; ; ; ;","-27.27"
"2022-05-18","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422137271374010334; 05812; ; ; ;","-5.75"
"2022-05-18","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422137271374011001; 05812; ; ; ;","-5.00"
"2022-05-19","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422138271383122186; 05812; ; ; ;","-5.75"
"2022-05-20","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162139100938130831; 05812; ; ; ;","-51.53"
"2022-05-20","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422139271393262120; 05812; ; ; ;","-5.75"
"2022-05-20","DEBIT","TST* PG - 3504 - CHARL CHARLTON CITY MA","24137462140001252262909; 05812; ; ; ;","-15.23"
"2022-05-23","DEBIT","SQ *CHOCOLATTE ESPRESS Brooklyn      NY","24692162142100878007168; 05499; ; ; ;","-10.04"
"2022-05-23","DEBIT","TST* FRANKLIN PARK     BROOKLYN      NY","24137462142100622617541; 05813; ; ; ;","-57.47"
"2022-05-23","DEBIT","SQ *DAUGHTER           Brooklyn      NY","24692162141100958595919; 05812; ; ; ;","-6.44"
"2022-05-23","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162140100753514785; 05812; ; ; ;","-15.86"
"2022-05-23","DEBIT","LULA BAGEL             BROOKLYN      NY","24003412140900014419788; 05812; ; ; ;","-16.39"
"2022-05-23","DEBIT","SQ *CHOCOLATTE ESPRESS Brooklyn      NY","24692162140100083334276; 05499; ; ; ;","-9.88"
"2022-05-24","DEBIT","THE HALAL GUYS - 15 WH CAMBRIDGE     MA","24269792143500542818088; 05814; ; ; ;","-14.01"
"2022-05-24","DEBIT","EXXONMOBIL    97422893 NEW CANAAN    CT","24164052143378002311679; 05542; ; ; ;","-52.27"
"2022-05-24","DEBIT","CHIPOTLE 1036          SOMERVILLE    MA","24431062144091752001813; 05814; ; ; ;","-10.91"
"2022-05-24","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392143900010900502; 07997; ; ; ;","-4.00"
"2022-05-24","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882144000014101687; 05921; ; ; ;","-41.98"
"2022-05-24","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422143171438211633; 05812; ; ; ;","-5.75"
"2022-05-24","DEBIT","ASTOUND POWERED BY RCN 800-746-4726  PA","24692162143100421957686; 04899; ; ; ;","-93.78"
"2022-05-24","DEBIT","VALHALLA DSP           VALHALLADSP.C WA","24492162144000007109234; 05815; ; ; ;","-50.00"
"2022-05-25","DEBIT","CHIPOTLE 1036          SOMERVILLE    MA","24431062145091753002348; 05814; ; ; ;","-10.91"
"2022-05-25","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422144261449045226; 05812; ; ; ;","-5.75"
"2022-05-25","DEBIT","SPOTIFY                877-778-1161  NY","24492152145717062156954; 04899; ; ; ;","-9.99"
"2022-05-25","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","1134.28"
"2022-05-26","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162145100900361200; 05812; ; ; ;","-40.17"
"2022-05-26","DEBIT","CAROLICIOUS LLC        SOMERVILLE    MA","24431062146091617000412; 05814; ; ; ;","-10.16"
"2022-05-26","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392145900011198450; 07997; ; ; ;","-4.00"
"2022-05-26","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422145271450219957; 05812; ; ; ;","-5.75"
"2022-05-26","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422145271450220906; 05812; ; ; ;","-5.00"
"2022-05-26","DEBIT","SQ *AERONAUT BREWING C Somerville    MA","24692162145100368881061; 05813; ; ; ;","-10.56"
"2022-05-27","DEBIT","TST* The Burren        Somerville    MA","24692162146100724127398; 05813; ; ; ;","-24.00"
"2022-05-27","DEBIT","CVS/PHARMACY #08319    SOMERVILLE    MA","24137462147001264252149; 05912; ; ; ;","-17.51"
"2022-05-27","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422146271462927430; 05812; ; ; ;","-10.26"
"2022-05-27","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422146271462928156; 05812; ; ; ;","-6.00"
"2022-05-27","DEBIT","BC UBER CASH           800-592-8996  DE","24492152146713217278693; 04121; ; ; ;","-25.00"
"2022-05-31","DEBIT","TAG'S ACE HARDWARE     CAMBRIDGE     MA","24801972151091185003529; 05251; ; ; ;","-3.38"
"2022-05-31","DEBIT","TITAN GAS STATION      MEDFORD       MA","24733092150258003063354; 05542; ; ; ;","-71.86"
"2022-05-31","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422150171502563885; 05812; ; ; ;","-5.75"
"2022-05-31","DEBIT","PAYPAL *MEDIUM.COM     402-935-7733  CA","24492152150894522717196; 05815; ; ; ;","-5.00"
"2022-05-31","DEBIT","SQ *TENOCH SOMERVILLE  Somerville    MA","24692162150100288172130; 05812; ; ; ;","-10.10"
"2022-05-31","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422149261497003676; 05812; ; ; ;","-5.75"
"2022-05-31","DEBIT","ALLEGNT*ABX6CW7        LAS VEGAS     NV","24803942150910023009392; 04511; ; CROUSE CALEB; 2022-06-03 BOSTON TO NORFOLK VA NORFOLK VA TO BOSTON;","-222.00"
"2022-05-31","DEBIT","SQ *CAFE BONJOUR       Boston        MA","24692162149100624272903; 05812; ; ; ;","-97.28"
"2022-05-31","DEBIT","THE HOME DEPOT #2667   SOMERVILLE    MA","24943012148010197411702; 05200; ; ; ;","-26.58"
"2022-05-31","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162148100434267110; 05812; ; ; ;","-106.86"
"2022-05-31","DEBIT","TST* Orleans           Somerville    MA","24692162148100453680300; 05812; ; ; ;","-114.31"
"2022-05-31","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062149200562400736; 05812; ; ; ;","-60.18"
"2022-05-31","DEBIT","BH* BETTERHELP         HTTPSWWW.BETT CA","24492162149000006211416; 08099; ; ; ;","-320.00"
"2022-05-31","DEBIT","THE DRUID              CAMBRIDGE     MA","24269752147900010800701; 05812; ; ; ;","-45.19"
"2022-05-31","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162147100102462259; 05411; ; ; ;","-48.62"
"2022-05-31","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422147271477950640; 05812; ; ; ;","-5.75"
"2022-06-01","DEBIT","The Green Dragon       Boston        MA","24342852151018018401059; 05812; ; ; ;","-25.47"
"2022-06-01","DEBIT","TITAN GAS & CAR WASH   MEDFORD       MA","24428062151500741257539; 07542; ; ; ;","-20.00"
"2022-06-01","DEBIT","AMERICAN 0012431637222 FORT WORTH    TX","24943002152634001117728; 03001; ; CROUSE/CALEB; 2022-06-03 BOSTON TO WASHINGTON WASHINGTON TO NORFOLK VA;","-348.20"
"2022-06-01","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422151171517101415; 05812; ; ; ;","-5.00"
"2022-06-03","CREDIT","AMERICAN 0012431637222 FORT WORTH    TX","74943002153978000574312; 03001; ; ; ;","348.20"
"2022-06-03","DEBIT","MR. CREPE              SOMERVILLE    MA","24431862153030036190423; 05812; ; ; ;","-8.08"
"2022-06-03","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162153100499827362; 05812; ; ; ;","-17.08"
"2022-06-03","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062153200562700500; 05812; ; ; ;","-20.66"
"2022-06-06","CREDIT","ALLEGNT*ABX6CW7        LAS VEGAS     NV","74803942155910023015845; 04511; ; ; ;","222.00"
"2022-06-06","DEBIT","TST* Quito Shellfish C Bristol       RI","24692162156100126407833; 05812; ; ; ;","-20.21"
"2022-06-06","DEBIT","PINBALLOVERBOSTON LLC  CAMBRIDGE     MA","24055232157400223003985; 05814; ; ; ;","-10.00"
"2022-06-06","DEBIT","TST* Roxys - Area 4Cad Cambridge     MA","24692162156100148672349; 05813; ; ; ;","-24.00"
"2022-06-06","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162155100285518058; 05812; ; ; ;","-19.21"
"2022-06-06","DEBIT","THE ANCHOR             BOSTON        MA","24116412156400964004545; 05812; ; ; ;","-29.66"
"2022-06-06","DEBIT","THE ANCHOR             BOSTON        MA","24116412156400964004966; 05812; ; ; ;","-30.79"
"2022-06-06","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422155281555127705; 05812; ; ; ;","-5.00"
"2022-06-06","DEBIT","TST* Elm Street Taproo Somerville    MA","24692162154100399193013; 05813; ; ; ;","-80.26"
"2022-06-06","DEBIT","APPLE.COM/BILL         408-974-1010  CA","24430992154828706222037; 05735; ; ; ;","-16.99"
"2022-06-07","DEBIT","CHIPOTLE 1036          SOMERVILLE    MA","24431062158091756001713; 05814; ; ; ;","-11.98"
"2022-06-07","DEBIT","CVS/PHARMACY #08319    SOMERVILLE    MA","24137462158001222661825; 05912; ; ; ;","-42.74"
"2022-06-07","DEBIT","TST* JP LICKS - DAVIS  SOMERVILLE    MA","24137462157500725158073; 05812; ; ; ;","-9.24"
"2022-06-08","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062158200562100383; 05812; ; ; ;","-21.19"
"2022-06-09","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422159271592572282; 05812; ; ; ;","-5.00"
"2022-06-10","DEBIT","TST* French Quarter    Boston        MA","24692162160100400026345; 05812; ; ; ;","-59.22"
"2022-06-10","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162160100404019189; 05812; ; ; ;","-48.60"
"2022-06-10","DEBIT","GREEK CORNER RESTAURAN CAMBRIDGE     MA","24943002160286954001365; 05812; ; ; ;","-11.63"
"2022-06-10","DEBIT","TST* YVONNE S          BOSTON        MA","24137462160500778061690; 05813; ; ; ;","-95.88"
"2022-06-13","DEBIT","SHELL OIL 12670928006  BAR HARBOR    ME","24316052163548341784131; 05542; ; ; ;","-70.34"
"2022-06-13","DEBIT","SHELL OIL 12682202002  TOPSHAM       ME","24316052163548426040045; 05542; ; ; ;","-39.28"
"2022-06-13","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422163261637383914; 05812; ; ; ;","-5.00"
"2022-06-13","DEBIT","TOWN OF BAR HARBOR     BAR HARBOR    ME","24055222163200089806437; 07523; ; ; ;","-4.00"
"2022-06-13","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062163200562500015; 05812; ; ; ;","-46.87"
"2022-06-13","DEBIT","SIE*PLAYSTATIONNETWORK 877-971-7669  CA","24692162161100632629451; 05818; ; ; ;","-10.61"
"2022-06-14","DEBIT","REI #26 READING        READING       MA","24692162164100750014236; 05941; ; ; ;","-203.45"
"2022-06-14","DEBIT","CVS/PHARMACY #08319    SOMERVILLE    MA","24137462165001220398033; 05912; ; ; ;","-25.91"
"2022-06-14","DEBIT","MCDONALD'S F14638      CAMBRIDGE     MA","24427332164720223745040; 05814; ; ; ;","-6.08"
"2022-06-14","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392164900013164951; 07997; ; ; ;","-135.00"
"2022-06-14","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422164171647920978; 05812; ; ; ;","-12.98"
"2022-06-14","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162164100225338152; 05411; ; ; ;","-54.43"
"2022-06-14","DEBIT","SQ *TENOCH SOMERVILLE  Somerville    MA","24692162164100030309000; 05812; ; ; ;","-18.46"
"2022-06-14","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","1925.66"
"2022-06-15","DEBIT","TST* Elm Street Taproo Somerville    MA","24692162165100533128005; 05813; ; ; ;","-22.88"
"2022-06-15","DEBIT","SP MASTERING THE MIX   LONDON        GB","74208472166000001556139; 05734; ; ; ;","-61.00"
"2022-06-15","DEBIT","FRGN TRANS FEE-SP MASTERING THE MIX   LO","74208472166000001556139; ; ; ; ;","-0.61"
"2022-06-15","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882166000019500829; 05921; ; ; ;","-19.98"
"2022-06-15","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422165271650345219; 05812; ; ; ;","-5.75"
"2022-06-15","DEBIT","WALDEN LOCAL MEAT CO.  HTTPSWALDENLO MA","24011342165000018598452; 05411; ; ; ;","-207.00"
"2022-06-16","DEBIT","EXPRESSVPN.COM         310-6018492   DE","24335492166900014188284; 04816; ; ; ;","-12.95"
"2022-06-16","DEBIT","CHIPOTLE 1036          SOMERVILLE    MA","24431062167091755001002; 05814; ; ; ;","-9.90"
"2022-06-16","DEBIT","TST* The Burren        Somerville    MA","24692162166100874989642; 05813; ; ; ;","-10.00"
"2022-06-16","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422166271664889136; 05812; ; ; ;","-9.50"
"2022-06-16","DEBIT","VZWRLSS*MY VZ VW P     800-922-0204  FL","24692162166100441472098; 04814; ; ; ;","-188.67"
"2022-06-17","DEBIT","DELTA AIR0062322399341 DELTA.COM     CA","24717052167871671620431; 03058; ; CROUSE/CALEB; 2022-07-07 BOSTON TO ATLANTA ATLANTA TO BOSTON;","-367.20"
"2022-06-17","DEBIT","MCDONALD'S F7059       SOMERVILLE    MA","24427332167720225885072; 05814; ; ; ;","-17.51"
"2022-06-17","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392167900013459572; 07997; ; ; ;","-4.00"
"2022-06-17","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422167281670112851; 05812; ; ; ;","-12.30"
"2022-06-21","DEBIT","TEELE SQUARE AUTO      SOMERVILLE    MA","24275472171409302087544; 05541; ; ; ;","-75.60"
"2022-06-21","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422171171718355576; 05812; ; ; ;","-5.25"
"2022-06-21","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422171171718356343; 05812; ; ; ;","-5.50"
"2022-06-21","DEBIT","SQ *RUBY DONUT SHOP    Ayer          MA","24692162171100879006981; 05462; ; ; ;","-8.98"
"2022-06-21","DEBIT","3001-ROCK BOTTOM       BOSTON        MA","24270742170900014742451; 05812; ; ; ;","-258.61"
"2022-06-21","DEBIT","SIAM TREE LLC          BUZZARD BAY   MA","24039642171400190000199; 05812; ; ; ;","-34.60"
"2022-06-21","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422170261707567835; 05812; ; ; ;","-6.00"
"2022-06-21","DEBIT","TM *MY BROTHER MY BROT 800-653-8000  CA","24692162170100856429041; 07922; ; ; ;","-61.05"
"2022-06-21","DEBIT","GOOGLE *Hinge          g.co/helppay# CA","24692162170100849738094; 05816; ; ; ;","-39.99"
"2022-06-21","DEBIT","TST* JP LICKS - DAVIS  SOMERVILLE    MA","24137462170500570056342; 05812; ; ; ;","-7.04"
"2022-06-21","DEBIT","STAR MARKET 0163       CAMBRIDGE     MA","24231682169837001724515; 05411; ; ; ;","-1.49"
"2022-06-21","DEBIT","TST* Foundry Saloon Ro Somerville    MA","24692162169100858505080; 05813; ; ; ;","-135.21"
"2022-06-21","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422169281695091153; 05812; ; ; ;","-5.00"
"2022-06-21","DEBIT","BC UBER CASH           800-592-8996  DE","24492152169719272000775; 04121; ; ; ;","-50.00"
"2022-06-21","DEBIT","TST* Orleans           Somerville    MA","24692162168100982206507; 05812; ; ; ;","-45.09"
"2022-06-21","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422168281681268733; 05812; ; ; ;","-5.75"
"2022-06-21","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162168100389415230; 05411; ; ; ;","-20.88"
"2022-06-22","DEBIT","TST* Annas Taqueria -  Somerville    MA","24692162172100276537157; 05812; ; ; ;","-12.43"
"2022-06-22","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422172271720884578; 05812; ; ; ;","-6.00"
"2022-06-22","DEBIT","BC UBER CASH           800-592-8996  DE","24492152173713694209001; 04121; ; ; ;","-50.00"
"2022-06-23","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162173100125893818; 05812; ; ; ;","-40.50"
"2022-06-23","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422173271733451448; 05812; ; ; ;","-10.50"
"2022-06-24","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062174200562400262; 05812; ; ; ;","-21.66"
"2022-06-24","DEBIT","DELIVERY.COMMASALA...  8007097191    NY","24733092174602805381492; 05812; ; ; ;","-30.82"
"2022-06-24","DEBIT","ASTOUND POWERED BY RCN 800-746-4726  PA","24692162174100107874678; 04899; ; ; ;","-93.78"
"2022-06-27","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392177900014380890; 07997; ; ; ;","-4.00"
"2022-06-27","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162177100504563194; 05812; ; ; ;","-15.86"
"2022-06-27","DEBIT","SOMERVILLE THEATRE     SOMERVILLE    MA","24269792178000806364752; 07832; ; ; ;","-12.00"
"2022-06-27","DEBIT","SOMERVILLE THEATRE     SOMERVILLE    MA","24269792178000806364836; 07832; ; ; ;","-14.00"
"2022-06-27","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882178000017500538; 05921; ; ; ;","-28.99"
